sno,cleaned_tweet,is_hate_speech,image_path
472,ran thru bitch fallin love,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\472.png
473,welcome land dispossession httptcovjktlz check evil racist whitey sitting steps etc reconquista woo hoo,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\473.png
474,shit rt kinghov want bitch bad id eat front kids,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\474.png
475,faggots use white dss,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\475.png
476,people live thenetherlands unwashed trash,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\476.png
477,never seen asian chinese bitch pregnant shit throught kids spawn like call duty,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\477.png
478,girlfriend would cool pussy got nowadays,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\478.png
479,take nap though kill mocking bird nah,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\479.png
480,rt boowhop cant trust ah soul cant trust nighas cant trust hoes,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\480.png
481,lol bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\481.png
482,rt ayysian lifes bitch slut would easy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\482.png
483,alex smith wears red yellow quit psycho ex boyfriends get hes past,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\483.png
484,like got death touch rt tenebriscor bitch standing front looking like rogue xmen,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\484.png
485,fuk wit real nicca,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\485.png
486,rt adamweinstein working theory selective race abortion ban passed florida today excuse redneck reps say,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\486.png
487,cbmarie bitch yessssssss omg jus saw one em yesterday im disbelief rode like oh thats court bro im lost,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\487.png
488,cant stand nigga curve boys hoes,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\488.png
489,uh oh rt vicdent control yo bitch dont want shit simple,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\489.png
490,rt hiimanasshole victoriafinae chief keef trashim glad someone said,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\490.png
491,drivemylexis yasssss bitch yasssss,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\491.png
492,therealoweifie good one fucking bitch ass,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\492.png
493,im sick u niggers,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\493.png
494,oreos coffee brunch want,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\494.png
495,backflip thissssssss rt krislisisms niggas switch opinions like faggots,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\495.png
496,yo niggah catch every tweet lls oh goodness,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\496.png
497,got number im bitch boy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\497.png
498,beat pussy like nemesis,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\498.png
499,yall think pauladeen would call daughter nigger httptcoaioifhxdmt,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\499.png
500,meechebadass killed hoe,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\500.png
501,rt kellconnolly guys say dont wear leggings dont got ass ampi see pussies walking around muscle shirts without mus,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\501.png
502,let em go rt peachpapayya u got two hoes u need let one go,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\502.png
503,jokes aside im goin thru niggah heart hurt smh,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\503.png
504,cute bitch fucks lame nigga automatically becomes times less attractive eyes,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\504.png
505,rt diplo guns fucking corny put assault rifles knuckle wanna go hand hand nra pussy ass spoke,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\505.png
506,lovenati omgwhat retardshould asked weighs thousand pounds feathers thousand pounds steel,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\506.png
507,niccas sangin dey partnas witout grammy award,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\507.png
508,hoes dyke,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\508.png
509,pistol whip dickau shoot yo bitch club sometimes freestyles freestyles im okay,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\509.png
510,yall hoes,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\510.png
511,rt materialgurlxo leave ya mans dead broke bitch rap niggas hoe shit,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\511.png
512,bitchkrieg like new avi twitter retarded shows cubs hat stalk profile show new one,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\512.png
513,rt xjimbo multi till die bitch believe,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\513.png
514,got streets ina headlock got yo bitch ina leg lock,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\514.png
515,rt easyedd lifes bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\515.png
516,prolli seem like flirt iont want none yall hoes,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\516.png
517,johnny hpguilty trash aint,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\517.png
518,n following messy gonna die slowly painful lonely ass death bitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\518.png
519,rt fernvndooo u realize say omg ex downgraded lol xddd makes seem like creepy little cunt cant seem de,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\519.png
520,rt bestoffod th grade hoes aint loyal httptcovuxnalags,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\520.png
521,realhfacts stfu u ugly dyke,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\521.png
522,kittennugget stfu dyke looking hoe,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\522.png
523,rt coffybrownchi dont believe refunds hoe,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\523.png
524,come nd get chicken niggers love dat chicken popeyes httptcoyjfhhavav,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\524.png
525,tristine tried one pom pomegranate juices n swear tasted like flavored pissdont ask lol,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\525.png
526,bitch go lol,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\526.png
527,philhughes yankees nyy better ur whole team,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\527.png
528,rt xxminijokerxx vocatoaster autocorrect bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\528.png
529,rt iowahawkblog whatta coinkydink irs cancelled contract email backup company right lerners computer crash httptcoz,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\529.png
530,wendydavistexas msnbc msm said blocking flights africa racist yea right id vote bitch gold digger,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\530.png
531,rt corysayfukem love girls arent afraid encourage compliment next chick bitches hate much thats refreshin,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\531.png
532,tee softestmuffin torahblaze spread filth urs white dog amp good ol boys ltao fuckin monkey,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\532.png
533,hit car another rock ill ass time bitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\533.png
534,k coaches retarded would put point guard tho,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\534.png
535,ion sell vics mo ion drink lean mo bitch ion even smoke tree mo,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\535.png
536,quant retarded bruh lol,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\536.png
537,youre stupid hoe,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\537.png
538,rt jaunthegoat girls friends gotta watch bitches tryna encourage leave,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\538.png
539,rt anthonycampos lebron still bitch suck nigger hope die,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\539.png
540,rt cuhcuhcuh bitch tell got cheated times somethin wrong hoe cuh,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\540.png
541,imsolk oghasnt fag,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\541.png
542,man thought heifer yo old bitch first went feds nigga would smoke,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\542.png
543,rt kidnipsey bitch cute photogenic,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\543.png
544,done yankees,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\544.png
545,ampowerblog incessant whining like worthless little bitch funniest thing happened weekend man,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\545.png
546,kiefferjason u tool bet u want shoot tho pussy ass nigga u cant dem hands tho,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\546.png
547,look look us niggas look pussy fuck,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\547.png
548,rt dexfrost lexi swear bad bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\548.png
549,operationsafe galtsgirl lived attest trust muzzie nation million light years,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\549.png
550,rt dopealbanian know one thing tho bitches come amp go,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\550.png
551,chance trash,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\551.png
552,rt troymadden real niggas handle anything including bitch nigga,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\552.png
553,lexiluckersykes white bitch facebook lol,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\553.png
554,stupid aint got hoes shmediumproblems,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\554.png
555,jhene aiko aint shit spiteful side hoe aint even fine,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\555.png
556,rt kiddsmypyt new boyfriend every week tf doin hoe,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\556.png
557,gabbymoscato huntermoore would make great baby bird pic bruh,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\557.png
558,anywere thecooleyshow la palm trees great weather else horrible weather bitches,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\558.png
559,niggas pressed pussy aint nothing,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\559.png
560,fabulousjonna need red green amp yellow pants amp helly shirts express,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\560.png
561,annoying yelling bint next door locked,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\561.png
562,u stupid hoe,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\562.png
563,digonieto thanks little fag,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\563.png
564,thareallilwang ur ex girlfriend slut fr f dat hoe,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\564.png
565,im niggah show public babbbbbbyyyy lol,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\565.png
566,rt mannybermudez back bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\566.png
567,lostby meant bitch scum,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\567.png
568,rt cloutgod horrible rapper tyga trash rapper ever want yellow nigga corn cob smacked mom heard,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\568.png
569,rt friendlyasshle im rude people sensitive little bitches,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\569.png
570,lrg ass nigguh,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\570.png
571,idisdummies speak one coherent sentence without sounding like nig seriously,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\571.png
572,rt ikickbabies girls favorite line go talk yo hoes,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\572.png
573,rt assholeofdayear rudy gay faggot changing last name got money,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\573.png
574,easy congo rt sbabylife fuckin faggot rt humbltonbanks though eat lunch road frequently,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\574.png
575,low wassup hoe,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\575.png
576,fuck dirty hoes bitches basic,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\576.png
577,shepnewsteam lmao dude said would get commitment saudi arabia jordan crow taste proof full,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\577.png
578,bullets nigguh tru jeans,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\578.png
579,giantraiderking nomaambundy fag tony,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\579.png
580,chinks really hunting food rt wwltv dog shot arrow east httptcoqkqtstwl,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\580.png
581,niggaimtatted cowboys win games regular season get playoffs trash af lol hating ass nigga,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\581.png
582,fucking bitch rachel needs die please,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\582.png
583,boazziz promised stand muzzies,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\583.png
584,schulzgrayson dswizzle oh woulda coulda shoulda ass niggas bitch ass nigga u bout oh ban wagging ass nigga catch phase,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\584.png
585,jesslaw ha im actually going see yankee game weird sounds uncles house nj hour away,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\585.png
586,rt boburnham future gay culture considered cool americas teens instead wiggers straggots,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\586.png
587,im start askin dese hoe niggas got sand pussy,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\587.png
588,yourdudeferg gay fags,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\588.png
589,optimusodd mine say intimidator cause bitches cant handle,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\589.png
590,neeksbethatguy im signing ghetto fuck lmaoo,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\590.png
591,sunyhd abouta get crayons animal crackers pm,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\591.png
592,turn magic colored light longexposure lightwriting httptcoumlbsdp,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\592.png
593,dont say showed yaself rt uptownraised bitch nobody said shut fuck fat made retarded vofd,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\593.png
594,albino mexican dad hes asian,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\594.png
595,midnightsnacka bitch dumb bitch smarter yo fat peter griffin looking ass,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\595.png
596,cant handle people give attitude dead quick like nasty bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\596.png
597,say fuck niggas bitch im need,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\597.png
598,rt tnicollerauzi always bitch opposite sex equally scandalous large sum hypocrisy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\598.png
599,wearerepublicnotregime potus bo violated usa sovereignty wopen borderjihadiscriminaldiseasedhaitianssamericans impeachobama,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\599.png
600,still fuckin sorry ass nigga makes sorry ass bitch mimi notsorry,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\600.png
601,ahah fucking queer kingjames kill urself,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\601.png
602,saidtina uceina really hate poly bitches man,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\602.png
603,kim nikecaptain taerhodes implying bro amp two aint nothin lil hoescmon kim,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\603.png
604,crackerboyy hoes really,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\604.png
605,especially wee cunt walks tensing time lol sup wae shit foot fuck tank motherfucking arse,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\605.png
606,checkmylingo kingpinterror ima get every time throw trash away really belongs httptcodrgbekvzun,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\606.png
607,manylouboutins moneydriven stfu hoe fucking answer smack shit outta faggot aunt,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\607.png
608,god bless dumb niggas trust hoes,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\608.png
609,mom clueless whats going lol like cant trust negros witcha money lmfao whaaaat,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\609.png
610,tyjoncuffee aint hoe get traphoussseeeee,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\610.png
611,americanwhitehm niggers disgust dealt years ago wouldnt problems,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\611.png
612,stomach hurting im starving early morning pussy,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\612.png
613,rt thatguybryant still greatest tweet ever rt djzeeti bitches run emotion logic bitch say number,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\613.png
614,im genuinely getting mad childrens video game mickey mouse darkness big keys,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\614.png
615,hillbilly bonebobonebobone bone,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\615.png
616,ghost picks u u dive pussy httptcovbdzhjrof,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\616.png
617,hoes aint good looki need take advice doee cause pusxy good im good,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\617.png
618,people jury selection retarded,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\618.png
619,rt holdmycrown daniellurrr damn bitches middle school look grown af nudes,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\619.png
620,daijahshardaee feel sorry whoever using alyssa number play phone games dumb ass hoes aint got life,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\620.png
621,rt taxstone spray clorox seat bitches use aint much trust females since sam rothstein met ginger,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\621.png
622,rt vickstarisabel kyleighhmariee tezcapone type bitch httpstcobzybovcfl lmao yass,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\622.png
623,hoes aint loyal niggas aint either,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\623.png
624,sydneesmalling fuck miley tranny looking damn ass nigga,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\624.png
625,dumb nigguh,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\625.png
626,rt chlldhoodruiner gotta keep hoes point httptcogweficrebh,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\626.png
627,bitch mad man cheated cheated mad,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\627.png
628,fuck fleeto like id cut cunts,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\628.png
629,seeing elder queer couples marry really emotional get live final years equality dignity,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\629.png
630,rt stealurgirlbush like honestly embarrassed around someone look youre trash,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\630.png
631,hoponthebeast found right good job unfollowing btw faggot httptcokdiseiold,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\631.png
632,rt zmbiedance gabbys bitch amp turned xbox nasty foot,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\632.png
633,patriotsorg screw ragheads,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\633.png
634,hoes get mad think forget,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\634.png
635,holyhker looks like pretty dyke,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\635.png
636,rt tiaramescudi hate bitter bitches try take away someones happiness,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\636.png
637,bathing sphere suspended orb tub shy people httptcoohvxbrwo bathing design weird yet cool,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\637.png
638,zhugstubble naw nigga whats em hands happened shit talking couple months ago eat bitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\638.png
639,rt pointstacked follow fag shinsnipes birthday today,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\639.png
640,rt freakoslam tattedhms freakoslam lets go pick dat bitch dollars lol hml brogod,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\640.png
641,country boy hick lyfe white tee rebel flag,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\641.png
642,breaking yo bitch like kitkat nigga,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\642.png
643,kiefferjason pussy nigga term,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\643.png
644,love hoes,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\644.png
645,youngrecklesss nahh bitch yu always playn yu almost got feelings hurt,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\645.png
646,dudes edwardscait calling bitches left right today mybabyisallgrownup,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\646.png
647,alarm set early bird n night xx,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\647.png
648,big boobs ass ass big boobs big boobs big ass ugly face big boobs big ass pretty face hoe,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\648.png
649,rt thotcho see jumbotron thats jig,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\649.png
650,gum get soft sons bitches,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\650.png
651,rt etae kbthree lil skinny bitch throw ha like frito tecoremixbol,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\651.png
652,rt deno hoooow bitch uglyassderrick,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\652.png
653,rt lilbthebasedgod nerdy fat bitch yes sir fucked basedgod lil b,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\653.png
654,thatchriseckert gobble de gook,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\654.png
655,rt lilduval maaan hoes photoshopping rt mh lilduval damn suppose nigga get catfished,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\655.png
656,damn im da mood eat sum pussy got fresh platter teamfluffnevabluff,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\656.png
657,jacquibreed ok ill sink level youre special kind bitch arent conservtribune,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\657.png
658,mrpoonsoaker lmao im hella skinny bitches dont like,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\658.png
659,wodaeeex yeah right hoe,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\659.png
660,preparing called nigger night mean play cod night advancedwarfaredayzero,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\660.png
661,georgiathenewsa rosaalbae tits may better looking face makes like asian latina tranny facts,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\661.png
662,rt salomaesadiqa cant bend cant buy cant make nigger farrakhan thetime,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\662.png
663,ottomattic make salad vegetables bitch give break potato salad,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\663.png
664,jusxdoit hangin corners late pockets wasnt straight bitch aint gon make rate dawg know im sayin,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\664.png
665,rt corbynkelly found original yellow bracelets first person thought tannermcdowell,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\665.png
666,switcharoo yo main bitch niggga hell naw dont date hoes,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\666.png
667,rt kingj one nigga past told one thing id never forget one mans trash another mans treasure,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\667.png
668,daveswerve boy look like slave hoe,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\668.png
669,brandynasty bitch nigga dont get hurt,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\669.png
670,webbie retarded,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\670.png
671,rt lnmyopinion nicer easier youre hurt bitch,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\671.png
672,dont talk homecoming actually otherwise antinf people reason mock party,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\672.png
673,yourewelcome im boss ass bitch needs sit corner,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\673.png
674,prude bitch unfollwed show ur ugly face,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\674.png
675,yo bitch dick come crib get passed around love,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\675.png
676,chrisbrown dumb ass hoe httptcoveyjlyxhzt,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\676.png
677,rt mikediggem badgaltitii see girl wit nigga like bitch bet snatch aint even gone lol,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\677.png
678,rt juicedballs scared pepper spray bitch hand gently resting fanny pack,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\678.png
679,ill pay yall niggas get lost much yall hoe niggas gunna cost,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\679.png
680,rt sabrinaaaaa hoes still,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\680.png
681,rt mrnbaallday kobe calls dwight howard bitch ass nigga httpstcolekkwd,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\681.png
682,twitter game point tonight btw guys havent caught youre full retard,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\682.png
683,shmalec chad reeds fag hes th kinda guy,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\683.png
684,messin broke niggahs gon broke niggah,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\684.png
685,find funny fags write looking bf grindr ap lol thats fucking ap dumbass,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\685.png
686,imtoblame although concede bitch bought funnel bitches dwight nopedo tho,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\686.png
687,floppy bird chalmers taking hero lebron,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\687.png
688,best asian massage park slope top rated spa httptcopxwlzkwacs,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\688.png
689,rt flhippie guy ever called names bitch slut blah blah id never ever think twice like fuck,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\689.png
690,pornandroidiphoneipadsexxxx anal bbc anal creampie bitch httptcoxnegmnrk,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\690.png
691,rt drize terrorfranchise doxy stfu faggot clip holy fucking tittyy shit,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\691.png
692,school ghetto fuck httptcoqrhwqtueu,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\692.png
693,cleggzta ho ho ho,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\693.png
694,kitttyjpg steezeyflow nosfiend least im black bitch parents left mcdonalds parking lot born,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\694.png
695,hate bitches thirsty ass bitches,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\695.png
696,rt pambesteder wow according tweet tarascan obama must uncle tom httptcoklcsgyjpw,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\696.png
697,fitlifemike chanelisabeth hoe dont make put screenshots texts hoe,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\697.png
698,knew new orleans nig would say something crazy lol,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\698.png
699,feeling tonight trash,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\699.png
700,summer bitches httptcojxqontfiuq,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\700.png
701,rt pandaapussy day clear skin day im happiest cockiest bitch alive,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\701.png
702,rt deecatanz lmao hoes days,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\702.png
703,hate yellow jackets cant feel arms back lol,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\703.png
704,rt taddsaelee nigger makin dinner,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\704.png
705,rt vainhumility naming son caesar dawn apes absolute best movie ive ever seen entire life,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\705.png
706,dope bag pretty bitch side,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\706.png
707,rt trapjesus never seen nigga get laughed got test back bitch,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\707.png
708,thats yall hoes want fuck,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\708.png
709,rt sneakbo man like stormzy hella things gotta take hat nig,1,C:\Users\ASUS\Desktop\mma work\melspectrograms\709.png
710,rt foodbibie oreo cheesecake bars httptcortcriqzj,0,C:\Users\ASUS\Desktop\mma work\melspectrograms\710.png
